ALFA ROMEO,OTHER,2005,,8,3,37.5,5,62.5,0,0,3,37.5,2,25,1,12.5,1,12.5,1,12.5,0,0,2,25,0,0,1,12.5,1,12.5,0,0,0,0,0,0
ALFA ROMEO,OTHER,2008,,1,0,0,1,100,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
ALFA ROMEO,OTHER,2009,,6,2,33.3,4,66.7,2,33.3,1,16.7,0,0,0,0,1,16.7,0,0,1,16.7,0,0,0,0,0,0,0,0,1,16.7,0,0,0,0
ALFA ROMEO,OTHER,2010,,13,12,92.3,1,7.7,0,0,0,0,0,0,0,0,1,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFA ROMEO,OTHER,2011,,30,21,70,9,30,3,10,4,13.3,3,10,1,3.3,3,10,1,3.3,0,0,3,10,0,0,2,6.7,1,3.3,0,0,0,0,0,0
ALFA ROMEO,OTHER,2012,,33,28,84.8,5,15.2,0,0,0,0,1,3,1,3,2,6.1,1,3,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0
ALFA ROMEO,OTHER,2013,,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFA ROMEO,SPIDER,1985,,2,1,50,1,50,1,50,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0
ALFA ROMEO,SPIDER,1986,,2,1,50,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFA ROMEO,SPIDER,1987,,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
ALFA ROMEO,SPIDER,1988,,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFA ROMEO,SPIDER,1989,,2,1,50,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0
ALFA ROMEO,SPIDER,1990,,3,2,66.7,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,1,33.3,1,33.3,0,0,0,0,0,0
ALFA ROMEO,SPIDER,1991,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFA ROMEO,SPIDER,1996,,2,0,0,2,100,1,50,0,0,2,100,0,0,0,0,0,0,1,50,2,100,0,0,0,0,0,0,0,0,0,0,0,0
ALFA ROMEO,SPIDER,1997,,5,1,20,4,80,0,0,1,20,2,40,0,0,2,40,0,0,1,20,3,60,0,0,0,0,0,0,2,40,0,0,0,0
ALFA ROMEO,SPIDER,1998,,12,5,41.7,7,58.3,1,8.3,1,8.3,1,8.3,2,16.7,1,8.3,1,8.3,3,25,1,8.3,0,0,1,8.3,4,33.3,1,8.3,0,0,0,0
ALFA ROMEO,SPIDER,1999,,7,3,42.9,4,57.1,2,28.6,0,0,2,28.6,2,28.6,0,0,1,14.3,0,0,1,14.3,1,14.3,0,0,1,14.3,1,14.3,0,0,0,0
ALFA ROMEO,SPIDER,2000,,7,3,42.9,4,57.1,0,0,2,28.6,1,14.3,1,14.3,1,14.3,0,0,0,0,1,14.3,0,0,0,0,1,14.3,0,0,0,0,0,0
ALFA ROMEO,SPIDER,2001,,12,6,50,6,50,0,0,1,8.3,2,16.7,3,25,0,0,0,0,0,0,3,25,0,0,0,0,5,41.7,0,0,0,0,0,0
ALFA ROMEO,SPIDER,2003,,4,2,50,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,1,25,0,0,0,0
ALFA ROMEO,SPIDER,2007,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFA ROMEO,SPIDER,2008,,2,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0
ARDAGH,OTHER,2005,,12,0,0,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,100
ASQUITH,OTHER,1997,,2,1,50,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,DB9,2007,,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,DB9,2010,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,1995,,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,1998,,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0
ASTON MARTIN,OTHER,1999,,4,3,75,1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2000,,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2002,,3,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2003,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2004,,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2005,,17,9,52.9,8,47.1,1,5.9,2,11.8,0,0,2,11.8,0,0,0,0,0,0,0,0,2,11.8,1,5.9,3,17.6,0,0,0,0,0,0
ASTON MARTIN,OTHER,2006,,13,7,53.8,6,46.2,1,7.7,3,23.1,0,0,0,0,1,7.7,0,0,0,0,0,0,1,7.7,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2007,,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2008,,5,2,40,3,60,0,0,3,60,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2010,,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTON MARTIN,OTHER,2012,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,100,1983,,2,0,0,2,100,0,0,2,100,0,0,1,50,0,0,0,0,1,50,1,50,1,50,1,50,1,50,1,50,0,0,0,0
AUDI,100,1984,,1,0,0,1,100,0,0,1,100,0,0,1,100,0,0,1,100,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0
AUDI,100,1986,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,100,1988,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,100,1989,,3,1,33.3,2,66.7,0,0,0,0,0,0,1,33.3,1,33.3,1,33.3,0,0,0,0,0,0,0,0,2,66.7,0,0,0,0,0,0
AUDI,100,1990,,2,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0
AUDI,100,1992,,3,2,66.7,1,33.3,1,33.3,1,33.3,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,100,1993,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,100,1994,,3,0,0,3,100,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0
AUDI,200,1989,,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0
AUDI,200,1990,,2,0,0,2,100,1,50,1,50,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,80,1982,,3,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,80,1984,,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,80,1985,,3,1,33.3,2,66.7,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,1,33.3,1,33.3,0,0,0,0,0,0,2,66.7,1,33.3,0,0
AUDI,80,1986,,3,2,66.7,1,33.3,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,80,1987,,7,5,71.4,2,28.6,1,14.3,1,14.3,1,14.3,2,28.6,0,0,1,14.3,1,14.3,1,14.3,0,0,1,14.3,1,14.3,1,14.3,0,0,0,0
AUDI,80,1988,,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,80,1989,,3,0,0,3,100,1,33.3,1,33.3,1,33.3,1,33.3,3,100,0,0,1,33.3,1,33.3,1,33.3,1,33.3,1,33.3,1,33.3,0,0,0,0
AUDI,80,1990,,8,3,37.5,5,62.5,0,0,1,12.5,2,25,1,12.5,2,25,0,0,1,12.5,2,25,1,12.5,0,0,0,0,0,0,0,0,0,0
AUDI,80,1991,,7,4,57.1,3,42.9,1,14.3,1,14.3,1,14.3,1,14.3,0,0,0,0,0,0,1,14.3,0,0,0,0,1,14.3,1,14.3,0,0,0,0
AUDI,80,1992,,18,9,50,9,50,3,16.7,3,16.7,2,11.1,1,5.6,1,5.6,1,5.6,1,5.6,1,5.6,1,5.6,0,0,3,16.7,1,5.6,0,0,0,0
AUDI,80,1993,,45,10,22.2,35,77.8,7,15.6,21,46.7,17,37.8,8,17.8,12,26.7,10,22.2,6,13.3,14,31.1,2,4.4,5,11.1,12,26.7,4,8.9,1,2.2,0,0
AUDI,80,1994,,60,20,33.3,40,66.7,14,23.3,17,28.3,24,40,12,20,9,15,7,11.7,6,10,23,38.3,8,13.3,6,10,15,25,5,8.3,0,0,0,0
AUDI,80,1995,,21,5,23.8,16,76.2,3,14.3,2,9.5,6,28.6,2,9.5,6,28.6,1,4.8,1,4.8,5,23.8,1,4.8,0,0,3,14.3,3,14.3,0,0,0,0
AUDI,80,1996,,2,0,0,2,100,0,0,2,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,80,2003,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDI,90,1988,,1,0,0,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
AUDI,90,1989,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
